WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),vaccine_avertable_deaths_associated_with_resistance_.mean.,vaccine_avertable_deaths_associated_with_resistance_.lower.,vaccine_avertable_deaths_associated_with_resistance_.upper.,vaccine_avertable_deaths_attributable_to_resistance_.mean.,vaccine_avertable_deaths_attributable_to_resistance_.lower.,vaccine_avertable_deaths_attributable_to_resistance_.upper.
Africa,Bacterial skin infections,85 to 89,Acinetobacter baumannii,114.550827125888,3.49948566851972,575.218101488545,34.3449165188534,1.03012986309213,176.605777449663,0,0,0,0,0,0
Africa,Bacterial skin infections,90 to 94,Acinetobacter baumannii,45.1787083634822,1.35663313468758,234.125757806295,13.5350735925352,0.401470627715128,69.1425744496736,0,0,0,0,0,0
Africa,Bacterial skin infections,95 plus,Acinetobacter baumannii,12.0468141178329,0.453055801907241,65.5288057764647,3.60900010308993,0.128846422581171,19.3841867586348,0,0,0,0,0,0
Africa,BSI,EN,Acinetobacter baumannii,4431.00652059822,2754.63485723379,6731.14355235873,1309.39925655402,774.852449659095,2089.57662456172,0,0,0,0,0,0
Africa,BSI,LN,Acinetobacter baumannii,1715.09525227037,1161.95147166782,2404.43888812187,508.360573986669,322.91425219048,758.589878350127,0,0,0,0,0,0
Africa,BSI,PN,Acinetobacter baumannii,868.401720476618,467.186486097183,1472.42305435421,256.768193367696,134.045308767622,450.708342922935,0,0,0,0,0,0
Africa,BSI,1 to 4,Acinetobacter baumannii,604.032779417092,283.085345592866,1092.68334169258,177.408008461761,77.7812046228158,327.718317670545,0,0,0,0,0,0
Africa,BSI,5 to 9,Acinetobacter baumannii,249.928629794384,135.513727843112,421.86415942946,73.8179625435204,37.7055568452071,123.641616470074,0,0,0,0,0,0
Africa,BSI,10 to 14,Acinetobacter baumannii,187.428116536737,104.821487296464,296.123203843649,55.4029707175352,29.1571405346687,90.042750143744,0,0,0,0,0,0
Africa,BSI,15 to 19,Acinetobacter baumannii,281.915863478316,165.679974641611,442.694214953834,83.524310070985,46.1423068285825,130.149574176678,0,0,0,0,0,0
Africa,BSI,20 to 24,Acinetobacter baumannii,235.041266859027,139.507514822927,364.955112394486,69.8765140561144,39.1778753960957,111.454108661507,0,0,0,0,0,0
Africa,BSI,25 to 29,Acinetobacter baumannii,219.671587648482,132.012951551026,340.96211638301,65.6302504964332,37.1425315706329,107.268876385222,0,0,0,0,0,0
Africa,BSI,30 to 34,Acinetobacter baumannii,240.127438269619,139.910518194635,390.780963535011,72.0861802412164,40.8308615773543,117.035531671878,0,0,0,0,0,0
Africa,BSI,35 to 39,Acinetobacter baumannii,285.898091756771,160.422188550838,465.361516698106,85.9267092299156,45.2585902517156,144.039076851057,0,0,0,0,0,0
Africa,BSI,40 to 44,Acinetobacter baumannii,344.192675827359,190.268149881889,557.108134953124,103.464013229282,53.9321942764634,173.658137400784,0,0,0,0,0,0
Africa,BSI,45 to 49,Acinetobacter baumannii,428.061970221679,229.629548980832,698.741465845687,128.673065151545,66.0779116326432,215.210068972073,0,0,0,0,0,0
Africa,BSI,50 to 54,Acinetobacter baumannii,372.333778639938,201.211014447306,602.105667381372,112.014042923984,57.7179740807905,182.632887554305,0,0,0,0,0,0
Africa,BSI,55 to 59,Acinetobacter baumannii,462.135353523472,255.060480782976,748.325634314142,139.013122182941,73.0181284339275,233.642981096768,0,0,0,0,0,0
Africa,BSI,60 to 64,Acinetobacter baumannii,562.661428124911,303.443665050526,938.791071175553,169.354696212172,86.4481390515135,293.621224650967,275.704099781207,148.687395874758,460.007624876021,82.9838011439642,42.3595881352416,143.874400078974
Africa,BSI,65 to 69,Acinetobacter baumannii,652.632183848484,367.54986123956,1044.37290355461,196.438138060511,104.074955242559,322.980038801238,0,0,0,0,0,0
Africa,BSI,70 to 74,Acinetobacter baumannii,888.093762491902,427.94307821771,1612.14084490712,266.94152252853,122.301001152498,494.423699458663,0,0,0,0,0,0
Africa,BSI,75 to 79,Acinetobacter baumannii,924.64901127814,439.179945751998,1659.96172816202,277.824730177902,124.963597544735,512.768822380862,0,0,0,0,0,0
Africa,BSI,80 to 84,Acinetobacter baumannii,810.600366284395,402.220892450034,1396.63203749853,244.582076550957,115.81983269074,432.24580134052,0,0,0,0,0,0
Africa,BSI,85 to 89,Acinetobacter baumannii,587.696694656319,288.470090037666,1048.03456102647,178.271579187821,83.7358090830809,324.59722816893,0,0,0,0,0,0
Africa,BSI,90 to 94,Acinetobacter baumannii,249.178079373171,112.522756704151,466.446923045279,75.1815504491479,32.2350742759593,142.788135330811,0,0,0,0,0,0
Africa,BSI,95 plus,Acinetobacter baumannii,78.7379829053699,34.7856917524186,150.767646092679,23.6097382178647,9.76909885250412,44.5403535543494,0,0,0,0,0,0
Africa,Cardiac infections,EN,Acinetobacter baumannii,3.50404301209334,1.84148383269479,6.36274186615848,1.02979042723827,0.524253814118635,1.88130416459427,0,0,0,0,0,0
Africa,Cardiac infections,LN,Acinetobacter baumannii,2.51634782746806,1.08735696285998,5.33053758288403,0.740330550989479,0.29410247689496,1.6874166382667,0,0,0,0,0,0
Africa,Cardiac infections,PN,Acinetobacter baumannii,12.721149041977,7.23474951197636,20.7964665054055,3.7329331595393,1.97766431112521,6.33529648631438,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Acinetobacter baumannii,8.10547700275754,3.56987750933326,14.7123066441542,2.38266302351792,0.981756480498878,4.34565156726142,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Acinetobacter baumannii,6.44033718911825,3.35151881978382,12.8183015034794,1.91307094511611,0.948659071449116,3.80069971211161,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Acinetobacter baumannii,8.71829728204632,5.55197797093175,14.2284681202352,2.5818516750295,1.53518758214105,4.43940405062279,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Acinetobacter baumannii,9.08294571229986,5.45429975866926,15.3062092760494,2.70991719899042,1.51165632372806,4.79617821063105,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Acinetobacter baumannii,10.7837293250442,7.2590346234459,15.9408584445719,3.2229039241672,2.00904690492055,5.00870267387166,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Acinetobacter baumannii,12.2706239501927,8.63283734404991,17.1693123886122,3.69716843089931,2.37477236508371,5.47089137020993,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Acinetobacter baumannii,11.5669706720315,8.15389164293368,15.9913413622799,3.50174334433881,2.28533243097441,5.13907385131732,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Acinetobacter baumannii,13.3394636881084,9.10268972466059,18.6781908091285,4.02786961141467,2.5625372508399,5.96166696685795,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Acinetobacter baumannii,13.6887109733914,9.38716957146958,19.3687804725064,4.1439444967244,2.62314086432952,6.20136705051871,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Acinetobacter baumannii,12.6914670474941,8.10846174118473,18.3468134483955,3.83551390742983,2.31356576861076,5.85554696666925,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Acinetobacter baumannii,14.1443830824245,9.37723557566929,20.5237645983546,4.25127365320653,2.57783293007009,6.51667682194317,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Acinetobacter baumannii,16.4243272256424,10.5355556082615,24.1836039094146,4.94467826756849,2.95067318554963,7.79385664744103,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Acinetobacter baumannii,16.3857690053949,10.8474885523378,23.3775146700709,4.94309579261425,3.01217717342927,7.5036932916325,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Acinetobacter baumannii,19.7536738509015,13.3868308368806,27.8717188145216,5.94807421254979,3.7581102797656,8.92774653346692,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Acinetobacter baumannii,24.7808988032938,16.5897884391007,35.6552250061337,7.47226589822385,4.72030252735181,11.2535763108287,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Acinetobacter baumannii,25.533825361489,17.571063934509,36.0497083891128,7.71540763337488,5.01605950301755,11.6357453627831,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Acinetobacter baumannii,22.4244742284863,15.2603869248351,32.241534070849,6.83763826532193,4.35333231125126,10.3991365100662,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Acinetobacter baumannii,15.448504853244,10.5942777066819,22.249920729587,4.74469906833126,2.95713053359252,7.32593029688097,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Acinetobacter baumannii,7.62168023108983,4.71524372533565,12.1915500216063,2.33979370546003,1.33472661178752,3.88402945056322,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Acinetobacter baumannii,2.11335226235756,1.18046396756458,4.00926518492039,0.648012946763497,0.336363535994155,1.28323560474076,0,0,0,0,0,0
Africa,LRI and thorax infections,EN,Acinetobacter baumannii,1961.37722264932,952.1981113886,3889.32052653647,577.350591219499,268.110554617963,1235.12003590292,0,0,0,0,0,0
Africa,LRI and thorax infections,LN,Acinetobacter baumannii,374.109027203898,194.314142921836,706.37379305433,110.369751262251,54.7605338981787,217.700435123588,0,0,0,0,0,0
Africa,LRI and thorax infections,PN,Acinetobacter baumannii,1799.31023171392,1006.47929231931,2998.16628029484,529.985673326202,290.881258369953,918.022307710095,0,0,0,0,0,0
Africa,LRI and thorax infections,1 to 4,Acinetobacter baumannii,1403.21614179485,727.957420940237,2487.39234983543,412.254731925743,204.201759579714,754.192119521368,0,0,0,0,0,0
Africa,LRI and thorax infections,5 to 9,Acinetobacter baumannii,524.475278492557,292.573722108449,883.969913584533,154.495665094769,80.6855879819762,260.93026112317,0,0,0,0,0,0
Africa,LRI and thorax infections,10 to 14,Acinetobacter baumannii,340.047431196339,195.196930479736,557.732819043985,100.113239403519,55.6523748722781,164.812978852993,0,0,0,0,0,0
Africa,LRI and thorax infections,15 to 19,Acinetobacter baumannii,397.717341343008,217.908782790046,674.0808521634,117.152861185813,62.021906255744,199.563799955633,0,0,0,0,0,0
Africa,LRI and thorax infections,20 to 24,Acinetobacter baumannii,307.445698565664,174.075491862468,516.246324841864,90.7906612314871,49.4885404453495,156.10636953011,0,0,0,0,0,0
Africa,LRI and thorax infections,25 to 29,Acinetobacter baumannii,258.801511604045,160.324828479638,409.819639949532,76.7625712824791,45.7045037310269,122.883659923354,0,0,0,0,0,0
Africa,LRI and thorax infections,30 to 34,Acinetobacter baumannii,267.17772714942,169.025452571532,427.059022909793,79.538954834125,47.786933383015,131.310766043882,0,0,0,0,0,0
Africa,LRI and thorax infections,35 to 39,Acinetobacter baumannii,318.187176740918,195.636688743066,506.780078659562,94.7227756680315,55.4871120325088,157.211206665838,0,0,0,0,0,0
Africa,LRI and thorax infections,40 to 44,Acinetobacter baumannii,431.586962317268,265.411695873513,685.543696729622,128.215140193763,75.062834975645,207.520048388493,0,0,0,0,0,0
Africa,LRI and thorax infections,45 to 49,Acinetobacter baumannii,626.610156853803,370.329136233225,1032.20456992859,185.909714602236,104.502949766985,312.995226015581,0,0,0,0,0,0
Africa,LRI and thorax infections,50 to 54,Acinetobacter baumannii,1082.15079714769,659.591937506476,1729.49845729126,321.147709315456,182.810311888709,521.406706136923,0,0,0,0,0,0
Africa,LRI and thorax infections,55 to 59,Acinetobacter baumannii,1556.9949419826,851.795728357369,2511.50663483818,462.20639953773,248.583078734342,757.411437022046,0,0,0,0,0,0
Africa,LRI and thorax infections,60 to 64,Acinetobacter baumannii,2229.41136160029,1240.8471095882,3549.24984508399,662.420795674086,362.395645984076,1070.44571330965,0,0,0,0,0,0
Africa,LRI and thorax infections,65 to 69,Acinetobacter baumannii,2748.53787736311,1604.79718388992,4171.16860110558,817.224013109705,469.83546798211,1280.64018575057,0,0,0,0,0,0
Africa,LRI and thorax infections,70 to 74,Acinetobacter baumannii,3347.77191751911,1751.96119440128,5600.34783928586,994.190942607784,500.466371135633,1664.44730819832,0,0,0,0,0,0
Africa,LRI and thorax infections,75 to 79,Acinetobacter baumannii,3630.94870549158,2045.17999799348,5650.5277141216,1078.84541634073,580.534046889774,1732.54633626251,0,0,0,0,0,0
Africa,LRI and thorax infections,80 to 84,Acinetobacter baumannii,3239.79904416536,1930.2188733271,4857.96898229023,964.70263016479,559.77635823248,1494.74790114075,0,0,0,0,0,0
Africa,LRI and thorax infections,85 to 89,Acinetobacter baumannii,2236.91456886894,1290.62717914771,3528.69580447598,667.645093041843,368.482836984144,1055.51329900967,0,0,0,0,0,0
Africa,LRI and thorax infections,90 to 94,Acinetobacter baumannii,1014.87657139888,558.954363971429,1677.59644481572,302.278198865513,159.501215807478,504.190987603815,0,0,0,0,0,0
Africa,LRI and thorax infections,95 plus,Acinetobacter baumannii,317.902689611717,162.189531476779,565.570599887983,94.421116887628,46.139630638153,166.440743954574,0,0,0,0,0,0
Africa,UTI,EN,Acinetobacter baumannii,4.75411693929533,0.946207362013453,15.0263886196534,1.39844195480049,0.276116169471108,4.51733519971586,0,0,0,0,0,0
Africa,UTI,LN,Acinetobacter baumannii,3.0754201165252,0.709652289597218,9.65471151561262,0.907064078141069,0.208579520839175,2.76885990057452,0,0,0,0,0,0
Africa,UTI,PN,Acinetobacter baumannii,9.13506801761964,2.88362441521168,23.015986237674,2.6982502501469,0.849656154039671,6.95164513879016,0,0,0,0,0,0
Africa,UTI,1 to 4,Acinetobacter baumannii,8.32239543594091,2.11004344529668,23.0768888769143,2.43941969818158,0.621960942466768,6.64208565416342,0,0,0,0,0,0
Africa,UTI,5 to 9,Acinetobacter baumannii,2.47841793236445,0.864002957711098,5.89310972732298,0.734100518470601,0.244582074701617,1.80130529782764,0,0,0,0,0,0
Africa,UTI,10 to 14,Acinetobacter baumannii,1.83017965486062,0.703020560664535,4.18417631276942,0.543235915014817,0.19610312263473,1.30345623057655,0,0,0,0,0,0
Africa,UTI,15 to 19,Acinetobacter baumannii,4.12787717453052,1.745288754886,8.58911975117697,1.22462178584626,0.510728661427837,2.76857030690306,0,0,0,0,0,0
Africa,UTI,20 to 24,Acinetobacter baumannii,4.69661440501035,2.71724998664877,8.31575421144478,1.40101592279039,0.756933778260156,2.55864166984302,0,0,0,0,0,0
Africa,UTI,25 to 29,Acinetobacter baumannii,2.74069031336331,1.05489476826846,5.92105877080043,0.828923222384284,0.308581523281315,1.86582000078404,0,0,0,0,0,0
Africa,UTI,30 to 34,Acinetobacter baumannii,4.00827936571454,1.83971876606685,8.19534954527367,1.21716869766269,0.53085809191177,2.54761261000997,0,0,0,0,0,0
Africa,UTI,35 to 39,Acinetobacter baumannii,4.79584947764921,2.05501189141188,9.67880656235859,1.45773933468901,0.604755945940379,3.07136191748872,0,0,0,0,0,0
Africa,UTI,40 to 44,Acinetobacter baumannii,13.4819327584341,6.20384563972744,25.7282979463229,4.06873033222482,1.74438746565355,7.74752795975971,0,0,0,0,0,0
Africa,UTI,45 to 49,Acinetobacter baumannii,22.3037188756864,10.1700778588824,42.416484213257,6.71040601950286,2.88922275887875,12.7255216285093,0,0,0,0,0,0
Africa,UTI,50 to 54,Acinetobacter baumannii,43.8336151184591,22.5457183394803,77.1640667882198,13.1901444451397,6.29165013489316,23.0952617517072,0,0,0,0,0,0
Africa,UTI,55 to 59,Acinetobacter baumannii,59.9159456763466,21.7285388299108,116.785111789919,18.0558313506385,6.22339263171558,36.6023100294107,0,0,0,0,0,0
Africa,UTI,60 to 64,Acinetobacter baumannii,86.8742182630957,31.9302599212469,165.732385236553,26.1766943234007,9.29899511319948,52.4344956593434,0,0,0,0,0,0
Africa,UTI,65 to 69,Acinetobacter baumannii,105.481952375584,41.329665145071,196.813927486686,31.8180890766521,11.9645609813355,62.8415870680514,0,0,0,0,0,0
Africa,UTI,70 to 74,Acinetobacter baumannii,36.5329123248993,13.9641211514185,71.0548411091999,11.0126929299946,3.99823644002354,22.0188810788263,0,0,0,0,0,0
Africa,UTI,75 to 79,Acinetobacter baumannii,42.5120704427519,16.8417593940588,77.7362160089531,12.8319900443246,4.93970671557402,23.9248925954606,0,0,0,0,0,0
Africa,UTI,80 to 84,Acinetobacter baumannii,42.4219850955807,17.8721594821906,76.1487099902888,12.8569887257774,5.26019369384186,23.0828257816836,0,0,0,0,0,0
Africa,UTI,85 to 89,Acinetobacter baumannii,33.4768026686871,13.1167454525608,62.8879758517561,10.2125536927577,3.8800510390624,19.1070937079233,0,0,0,0,0,0
Africa,UTI,90 to 94,Acinetobacter baumannii,14.5476898926056,5.5879967108529,28.3603805048086,4.39859360268598,1.63252692527609,8.77346374851727,0,0,0,0,0,0
Africa,UTI,95 plus,Acinetobacter baumannii,5.17976190100268,1.86855020834805,11.0312543075199,1.55333320483633,0.521569070458056,3.25509134789863,0,0,0,0,0,0
Americas,Bacterial skin infections,EN,Acinetobacter baumannii,0.173541245046276,0.00149421865865557,1.30158019141418,0.0537565405967696,0.000460465316926382,0.374674978313389,0,0,0,0,0,0
Americas,Bacterial skin infections,LN,Acinetobacter baumannii,0.0528988870239533,0.000256571659967574,0.365696478242811,0.0166133991270192,7.60839888477258e-05,0.118037756766989,0,0,0,0,0,0
Americas,Bacterial skin infections,PN,Acinetobacter baumannii,4.54697117962352,0.188857928091771,21.5194385481876,1.43869807571927,0.0587072878107928,6.59893000447136,0,0,0,0,0,0
Americas,Bacterial skin infections,1 to 4,Acinetobacter baumannii,2.76259430163865,0.119030451690709,12.6229561973277,0.875952727244232,0.0358605914743485,3.89015900109179,0,0,0,0,0,0
Americas,Bacterial skin infections,5 to 9,Acinetobacter baumannii,1.80247536379912,0.0654840541279761,11.0745992371279,0.56886650893457,0.0196148270958801,3.46964902682753,0,0,0,0,0,0
Americas,Bacterial skin infections,10 to 14,Acinetobacter baumannii,2.23931339147814,0.0839930476747307,13.6789920193813,0.707954621762187,0.0258624383894914,4.20669893093399,0,0,0,0,0,0
Americas,Bacterial skin infections,15 to 19,Acinetobacter baumannii,3.39843404219198,0.133432279455826,19.4798807840972,1.07597445201313,0.0407316587653275,6.14562131106945,0,0,0,0,0,0
Americas,Bacterial skin infections,20 to 24,Acinetobacter baumannii,5.64273196486081,0.214694412612263,31.6514923821116,1.78342610276559,0.0679075251504474,9.70408904656074,0,0,0,0,0,0
Americas,Bacterial skin infections,25 to 29,Acinetobacter baumannii,7.79275221746113,0.311066725939528,43.2886016301114,2.45497290480283,0.0916971239784141,13.0222401595066,0,0,0,0,0,0
Americas,Bacterial skin infections,30 to 34,Acinetobacter baumannii,10.9445477363952,0.422021689396339,58.277420884812,3.44582241338831,0.132845725939342,18.5700821418392,0,0,0,0,0,0
Americas,Bacterial skin infections,35 to 39,Acinetobacter baumannii,15.9663448460979,0.627371961396015,82.1573107234255,5.02310768255924,0.184009652853531,26.9444578753469,0,0,0,0,0,0
Americas,Bacterial skin infections,40 to 44,Acinetobacter baumannii,22.7991591580716,0.905042756046528,117.396399184965,7.17729293848631,0.275836534236283,36.8189256697258,0,0,0,0,0,0
Americas,Bacterial skin infections,45 to 49,Acinetobacter baumannii,34.8586394992669,1.39623137807545,181.835741082764,10.9675792946849,0.423153013145759,57.1730940314851,0,0,0,0,0,0
Americas,Bacterial skin infections,50 to 54,Acinetobacter baumannii,67.9369508023793,1.91754494051321,340.423702529971,21.359612323035,0.612083862973609,105.757873211649,0,0,0,0,0,0
Americas,Bacterial skin infections,55 to 59,Acinetobacter baumannii,103.55679523368,3.01487212708067,519.902038870975,32.5103567457773,0.943082818514946,158.447041284981,0,0,0,0,0,0
Americas,Bacterial skin infections,60 to 64,Acinetobacter baumannii,140.932237520867,4.09115397592983,710.265445811421,44.2127505674747,1.2490672631582,220.308781884621,0,0,0,0,0,0
Americas,Bacterial skin infections,65 to 69,Acinetobacter baumannii,170.306995775338,5.09765517158178,861.39772509242,53.4378166065817,1.52538629777373,264.792229178334,0,0,0,0,0,0
Americas,Bacterial skin infections,70 to 74,Acinetobacter baumannii,202.30166655012,8.37039125347084,1080.0138998321,63.8079405713845,2.53249678154357,354.77756608472,0,0,0,0,0,0
Americas,Bacterial skin infections,75 to 79,Acinetobacter baumannii,241.052016734813,10.2650297544488,1278.61714143994,76.0570739301796,3.20258419707216,399.881098239661,0,0,0,0,0,0
Americas,Bacterial skin infections,80 to 84,Acinetobacter baumannii,261.714237992241,11.6758290606492,1349.75458496752,82.6118942526478,3.47259555897578,434.973579694683,0,0,0,0,0,0
Americas,Bacterial skin infections,85 to 89,Acinetobacter baumannii,246.696764616554,10.9090071336603,1284.60844952133,77.7977971168118,3.4631824920158,410.202972911104,0,0,0,0,0,0
Americas,Bacterial skin infections,90 to 94,Acinetobacter baumannii,174.754559934176,7.56402735916293,899.552723069288,54.9976113887183,2.44872032897376,301.152506344345,0,0,0,0,0,0
Americas,Bacterial skin infections,95 plus,Acinetobacter baumannii,106.101354553488,5.6245245874433,502.313349571198,33.38030025244,1.64530576088583,164.081530548234,0,0,0,0,0,0
Americas,BSI,EN,Acinetobacter baumannii,662.969964551434,426.29577188038,970.692484949884,210.151960820925,127.808943909416,324.170307065225,0,0,0,0,0,0
Americas,BSI,LN,Acinetobacter baumannii,432.9262794655,286.070730309524,603.263501823267,137.511052170188,87.4217129043229,204.715835133411,0,0,0,0,0,0
Americas,BSI,PN,Acinetobacter baumannii,358.78703463977,200.880120288967,576.150291973866,113.923438992868,61.5528070968391,187.886883980435,0,0,0,0,0,0
Americas,BSI,1 to 4,Acinetobacter baumannii,77.6741294665237,33.9479663315904,143.80432779437,24.5429663421859,10.2111536704118,46.3861463351073,0,0,0,0,0,0
Americas,BSI,5 to 9,Acinetobacter baumannii,77.6061484996603,36.2333634029962,133.010367422102,24.5785613545993,11.348720020597,43.7974432301112,0,0,0,0,0,0
Americas,BSI,10 to 14,Acinetobacter baumannii,78.4006123564294,39.0691093107395,128.41522188496,24.8523708085094,11.9265955238653,42.5765140538349,0,0,0,0,0,0
Americas,BSI,15 to 19,Acinetobacter baumannii,127.952293657144,61.3024727473964,219.038559984217,40.5629367850734,18.9229272331598,71.8607318635037,0,0,0,0,0,0
Americas,BSI,20 to 24,Acinetobacter baumannii,173.473911098203,81.7103116750869,298.73865526623,54.8457487197155,25.094598249744,99.4297046856186,0,0,0,0,0,0
Americas,BSI,25 to 29,Acinetobacter baumannii,206.157990622279,98.5186659246979,351.348679460743,64.966262226972,30.1156331392021,117.921894972036,0,0,0,0,0,0
Americas,BSI,30 to 34,Acinetobacter baumannii,253.386994070938,115.656506502511,454.699681426682,79.6983672423613,36.0083811372676,147.965701550431,0,0,0,0,0,0
Americas,BSI,35 to 39,Acinetobacter baumannii,330.525945111489,150.751596429105,573.149865711101,103.947922687354,46.2868498788287,192.60887590217,0,0,0,0,0,0
Americas,BSI,40 to 44,Acinetobacter baumannii,439.029031580019,215.823134757791,735.463742224668,138.114670912438,64.818523403312,244.09696356144,0,0,0,0,0,0
Americas,BSI,45 to 49,Acinetobacter baumannii,660.075164163511,307.868705140884,1125.40877637294,207.518574630719,94.1069918478101,379.353523441588,0,0,0,0,0,0
Americas,BSI,50 to 54,Acinetobacter baumannii,794.744606019161,418.782742850512,1282.67575808988,249.733002972058,124.072011985762,426.625753781222,0,0,0,0,0,0
Americas,BSI,55 to 59,Acinetobacter baumannii,1213.03260482083,670.450683804007,1977.32925178573,380.618014063343,196.056655635248,634.697388835213,0,0,0,0,0,0
Americas,BSI,60 to 64,Acinetobacter baumannii,1603.11764650454,878.036276053386,2583.45008425602,502.724715178113,260.310693744526,841.969167742477,785.527646787226,430.237775266159,1265.89054128545,246.335110437275,127.552239934818,412.564892193814
