WHO_region,Disease_presentation,Age_group,Pathogen,burden_mean_value,burden_lower_value,burden_upper_value,Efficacy,Coverage,Duration,DP,VC,VO,MainAnalysis,HBG,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,a,x,y
Africa,Bacterial skin infections,60 to 64,Acinetobacter baumannii,29.1839738957986,0.614037108328711,156.421434392122,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,65 to 69,Acinetobacter baumannii,37.1235147944094,0.779560358018291,203.931986115901,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,70 to 74,Acinetobacter baumannii,42.7139332631183,1.22553453415322,229.038790840458,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,75 to 79,Acinetobacter baumannii,57.6907390195234,1.68176694180865,299.439891810115,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,80 to 84,Acinetobacter baumannii,50.7944182909723,1.49000044145671,262.100239282704,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,85 to 89,Acinetobacter baumannii,34.3449165188534,1.03012986309213,176.605777449663,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,90 to 94,Acinetobacter baumannii,13.5350735925352,0.401470627715128,69.1425744496736,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Bacterial skin infections,95 plus,Acinetobacter baumannii,3.60900010308993,0.128846422581171,19.3841867586348,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,EN,Acinetobacter baumannii,1309.39925655402,774.852449659095,2089.57662456172,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,LN,Acinetobacter baumannii,508.360573986669,322.91425219048,758.589878350127,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,PN,Acinetobacter baumannii,256.768193367696,134.045308767622,450.708342922935,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,1 to 4,Acinetobacter baumannii,177.408008461761,77.7812046228158,327.718317670545,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,5 to 9,Acinetobacter baumannii,73.8179625435204,37.7055568452071,123.641616470074,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,10 to 14,Acinetobacter baumannii,55.4029707175352,29.1571405346687,90.042750143744,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,15 to 19,Acinetobacter baumannii,83.524310070985,46.1423068285825,130.149574176678,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,20 to 24,Acinetobacter baumannii,69.8765140561144,39.1778753960957,111.454108661507,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,25 to 29,Acinetobacter baumannii,65.6302504964332,37.1425315706329,107.268876385222,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,30 to 34,Acinetobacter baumannii,72.0861802412164,40.8308615773543,117.035531671878,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,35 to 39,Acinetobacter baumannii,85.9267092299156,45.2585902517156,144.039076851057,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,40 to 44,Acinetobacter baumannii,103.464013229282,53.9321942764634,173.658137400784,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,45 to 49,Acinetobacter baumannii,128.673065151545,66.0779116326432,215.210068972073,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,50 to 54,Acinetobacter baumannii,112.014042923984,57.7179740807905,182.632887554305,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,55 to 59,Acinetobacter baumannii,139.013122182941,73.0181284339275,233.642981096768,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,60 to 64,Acinetobacter baumannii,169.354696212172,86.4481390515135,293.621224650967,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,65 to 69,Acinetobacter baumannii,196.438138060511,104.074955242559,322.980038801238,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,70 to 74,Acinetobacter baumannii,266.94152252853,122.301001152498,494.423699458663,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,75 to 79,Acinetobacter baumannii,277.824730177902,124.963597544735,512.768822380862,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,80 to 84,Acinetobacter baumannii,244.582076550957,115.81983269074,432.24580134052,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,85 to 89,Acinetobacter baumannii,178.271579187821,83.7358090830809,324.59722816893,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,90 to 94,Acinetobacter baumannii,75.1815504491479,32.2350742759593,142.788135330811,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,BSI,95 plus,Acinetobacter baumannii,23.6097382178647,9.76909885250412,44.5403535543494,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,EN,Acinetobacter baumannii,1.02979042723827,0.524253814118635,1.88130416459427,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,LN,Acinetobacter baumannii,0.740330550989479,0.29410247689496,1.6874166382667,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,PN,Acinetobacter baumannii,3.7329331595393,1.97766431112521,6.33529648631438,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,1 to 4,Acinetobacter baumannii,2.38266302351792,0.981756480498878,4.34565156726142,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,5 to 9,Acinetobacter baumannii,1.91307094511611,0.948659071449116,3.80069971211161,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,10 to 14,Acinetobacter baumannii,2.5818516750295,1.53518758214105,4.43940405062279,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,15 to 19,Acinetobacter baumannii,2.70991719899042,1.51165632372806,4.79617821063104,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,20 to 24,Acinetobacter baumannii,3.2229039241672,2.00904690492055,5.00870267387166,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,25 to 29,Acinetobacter baumannii,3.69716843089931,2.37477236508371,5.47089137020993,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,30 to 34,Acinetobacter baumannii,3.50174334433881,2.28533243097441,5.13907385131732,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,35 to 39,Acinetobacter baumannii,4.02786961141467,2.5625372508399,5.96166696685795,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,40 to 44,Acinetobacter baumannii,4.1439444967244,2.62314086432952,6.20136705051871,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,45 to 49,Acinetobacter baumannii,3.83551390742983,2.31356576861076,5.85554696666925,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,50 to 54,Acinetobacter baumannii,4.25127365320653,2.57783293007009,6.51667682194317,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,55 to 59,Acinetobacter baumannii,4.94467826756849,2.95067318554963,7.79385664744103,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,60 to 64,Acinetobacter baumannii,4.94309579261425,3.01217717342927,7.5036932916325,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,65 to 69,Acinetobacter baumannii,5.94807421254979,3.7581102797656,8.92774653346692,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,70 to 74,Acinetobacter baumannii,7.47226589822385,4.72030252735181,11.2535763108287,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,75 to 79,Acinetobacter baumannii,7.71540763337488,5.01605950301755,11.6357453627831,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,80 to 84,Acinetobacter baumannii,6.83763826532193,4.35333231125126,10.3991365100662,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,85 to 89,Acinetobacter baumannii,4.74469906833126,2.95713053359252,7.32593029688097,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,90 to 94,Acinetobacter baumannii,2.33979370546003,1.33472661178752,3.88402945056322,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,Cardiac infections,95 plus,Acinetobacter baumannii,0.648012946763497,0.336363535994155,1.28323560474076,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.511209242084799,0.906655252716501,0.902677436917551
Africa,LRI and thorax infections,EN,Acinetobacter baumannii,577.350591219499,268.110554617963,1235.12003590292,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,LN,Acinetobacter baumannii,110.369751262251,54.7605338981787,217.700435123588,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,PN,Acinetobacter baumannii,529.985673326202,290.881258369953,918.022307710095,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,1 to 4,Acinetobacter baumannii,412.254731925743,204.201759579714,754.192119521368,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,5 to 9,Acinetobacter baumannii,154.495665094769,80.6855879819762,260.93026112317,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,10 to 14,Acinetobacter baumannii,100.113239403519,55.6523748722781,164.812978852993,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,15 to 19,Acinetobacter baumannii,117.152861185813,62.021906255744,199.563799955633,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,20 to 24,Acinetobacter baumannii,90.7906612314871,49.4885404453495,156.10636953011,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,25 to 29,Acinetobacter baumannii,76.7625712824791,45.7045037310269,122.883659923354,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,30 to 34,Acinetobacter baumannii,79.538954834125,47.786933383015,131.310766043882,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,35 to 39,Acinetobacter baumannii,94.7227756680315,55.4871120325088,157.211206665838,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,40 to 44,Acinetobacter baumannii,128.215140193763,75.062834975645,207.520048388493,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,45 to 49,Acinetobacter baumannii,185.909714602236,104.502949766985,312.995226015581,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,50 to 54,Acinetobacter baumannii,321.147709315456,182.810311888709,521.406706136923,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,55 to 59,Acinetobacter baumannii,462.20639953773,248.583078734342,757.411437022046,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,60 to 64,Acinetobacter baumannii,662.420795674086,362.395645984075,1070.44571330965,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,65 to 69,Acinetobacter baumannii,817.224013109705,469.83546798211,1280.64018575057,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,70 to 74,Acinetobacter baumannii,994.190942607784,500.466371135633,1664.44730819832,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,75 to 79,Acinetobacter baumannii,1078.84541634073,580.534046889774,1732.54633626251,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,80 to 84,Acinetobacter baumannii,964.70263016479,559.77635823248,1494.74790114075,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,85 to 89,Acinetobacter baumannii,667.645093041843,368.482836984144,1055.51329900967,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,90 to 94,Acinetobacter baumannii,302.278198865513,159.501215807478,504.190987603815,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
Africa,LRI and thorax infections,95 plus,Acinetobacter baumannii,94.421116887628,46.139630638153,166.440743954574,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.517942740315315,0.907756838731577,0.902677436917551
